CITY;STATE;populacao;unidades_domesticas_percapita;idosos_percapita;GDP_CAPITA;TV_assinatura/por_residencia;empresa/percapita;carros_percapita;motos/percapita;IDH
Rio Preto;MG;5292;0,331632653;0,131897203;102260000;0,204558405;0,021695896;0,644006509;0,293436992;6790
Rio Vermelho;MG;13645;0,276731403;0,046903628;82560000;0,046080508;0,019226503;0,102492051;0,144864305;5580
Ritápolis;MG;4925;0,343350254;0,110253807;126340000;0,314015376;0,022007404;0,200329083;0,122583299;6530
Rochedo De Minas;MG;2116;0,332230624;0,117674858;111210000;0,196301565;0,015364355;0,21071115;0,100526778;6840
Rodeiro;MG;6867;0,297946702;0,081986311;476710000;0,184750733;0,035705079;0,231245166;0,176463006;6680
Romaria;MG;3596;0,317575083;0,098720801;457970000;0,019264448;0,02109589;0,24630137;0,076164384;7080
Rosário Da Limeira;MG;4247;0,334589122;0,07958559;111680000;0,143560873;0,016911926;0,218097957;0,25192181;6620
Rubelita;MG;7772;0,287956768;0,044390118;76270000;0,033512064;0,009802508;0,045264524;0,078996684;5820
Rubim;MG;9919;0,30970864;0,126928118;78860000;0,048828125;0,008885455;0,064033224;0,102858799;6090
Sabará;MG;126269;0,288946614;0,090425995;168700000;0,293326024;0,01174591;0,210065387;0,096053138;7310
Sabinópolis;MG;15704;0,296930718;0,081125828;112580000;0,040317392;0,016728275;0,136645574;0,175302299;6380
Sacramento;MG;23896;0,319007365;0,101146635;521190000;0,107044471;0,03187575;0,343467989;0,110926062;7320
Salinas;MG;39178;0,300576854;0,09158201;131470000;0,088824728;0,028678845;0,145611414;0,217886923;6790
Salto Da Divisa;MG;6859;0,288526024;0,110511736;128350000;0,061141991;0,007446958;0,031754953;0,032316987;6080
Santa Bárbara;MG;27876;0,287021093;0,086131439;227670000;0,278215223;0,020140623;0,281541595;0,086147983;7070
Santa Bárbara Do Leste;MG;7682;0,307472012;0,060270763;96700000;0,060965284;0,010682711;0,222617878;0,196463654;6130
Santa Bárbara Do Monte Verde;MG;2788;0,339311334;0,078909613;130340000;0,193446089;0,021193349;0,611020541;0,175741767;6060
Santa Bárbara Do Tugúrio;MG;4570;0,303063457;0,068271335;109330000;0,140794224;0,014121225;0,195524658;0,112100804;6370
Santa Cruz De Minas;MG;7865;0,320406866;0,097902098;88210000;0,096825397;0,024148899;0,203793144;0,173636471;7060
Santa Cruz De Salinas;MG;4397;0,291789857;0,035706163;83150000;0,035074045;0,015141087;0,064005506;0,144987382;5770
Santa Cruz Do Escalvado;MG;4992;0,315104167;0,055288462;91190000;0,191989828;0,010038145;0,168239309;0,156193535;6250
Santa Efigênia De Minas;MG;4600;0,288478261;0,075652174;81960000;0,048229088;0,009339705;0,107080799;0,217419635;6070
Santa Fé De Minas;MG;3968;0,29233871;0,052671371;93840000;0,088793103;0,013510133;0,038278709;0,054791093;6150
Santa Helena De Minas;MG;6055;0,248554913;0,084393064;64800000;0,089700997;0,009394082;0,058713011;0,090652889;5670
Santa Juliana;MG;11337;0,304401517;0,080444562;488480000;0,063459867;0,023775161;0,296771743;0,072085074;7060
Santa Luzia;MG;202942;0,28758463;0,079677938;151820000;0,25557288;0,012568356;0,245333395;0,096778641;7150
Santa Margarida;MG;15011;0,287855573;0,056958231;163100000;0,152742421;0,024440299;0,265422886;0,163868159;6100
Santa Maria De Itabira;MG;10552;0,272081122;0,072213798;132920000;0,059909439;0,019115238;0,18532678;0,140542509;6480
Santa Maria Do Salto;MG;5284;0,30317941;0,114307343;72360000;0,012484395;0,009467236;0,054761463;0,084276963;6130
Santa Maria Do Suaçuí;MG;14395;0,288294547;0,097255992;84340000;0,044819277;0,013975677;0,116307196;0,124168514;6400
Santa Rita De Caldas;MG;9027;0,34540822;0,103910491;184510000;0,126042335;0,021720243;0,345134666;0,176911381;6900
Santa Rita De Ibitipoca;MG;3583;0,306447111;0,089031538;154650000;0,128415301;0,011731844;0,159497207;0,091340782;6300
Santa Rita De Jacutinga;MG;4993;0,355497697;0,139395153;108650000;0,158309859;0,02314998;0,296201029;0,134546894;6820
Santa Rita De Minas;MG;6547;0,310982129;0,087215519;115620000;0,049607073;0,013949556;0,166267437;0,128223193;6130
Santa Rita Do Itueto;MG;5697;0,313849394;0,055292259;212900000;0,086689038;0,008917643;0,154397622;0,282217171;6070
Santa Rita Do Sapucaí;MG;37754;0,297637336;0,09453303;389500000;0,184568835;0,035334002;0,291386143;0,124003247;7210
Santa Rosa Da Serra;MG;3224;0,330645161;0,073511166;150860000;0,125703565;0,010068108;0,265324252;0,139472905;7050
Santa Vitória;MG;18138;0,338736355;0,112250524;353710000;0,084960938;0,032120902;0,262397541;0,162858607;7100
Santana Da Vargem;MG;7231;0,304937076;0,094177845;215090000;0,128798186;0,025899673;0,273309706;0,075517993;6980
Santana De Cataguases;MG;3622;0,335173937;0,140530094;114650000;0,095551895;0,020487552;0,167271784;0,163122407;6940
Santana De Pirapama;MG;8009;0,314646023;0,054189037;115670000;0,273015873;0,014130299;0,126547455;0,100537702;6280
Santana Do Deserto;MG;3860;0,304404145;0,057772021;93020000;0,228085106;0,01167992;0,25695825;0,080765408;6510
Santana Do Garambéu;MG;2234;0,298567592;0,097135184;117940000;0,092953523;0,011988425;0,148408433;0,092600248;6670
Santana Do Jacaré;MG;4607;0,327762101;0,14846972;148140000;0,121854305;0,015892673;0,220639835;0,055933953;6470
Santana Do Manhuaçu;MG;8582;0,297949196;0,063038919;114810000;0,160344153;0,009718612;0,167250537;0,210645271;6210
Santana Do Paraíso;MG;27265;0,28989547;0,076838438;156030000;0,085652834;0,017591214;0,141195086;0,077810871;6850
Santana Do Riacho;MG;4023;0,320159085;0,06214268;139870000;0,335403727;0,03317757;0,15864486;0,110747664;6650
Santana Dos Montes;MG;3822;0,300627943;0,077446363;91630000;0,113141862;0,014388489;0,145426516;0,14028777;6470
Santo Antônio Do Amparo;MG;17345;0,29103488;0,102450274;164620000;0,160063391;0,017278735;0,221806955;0,061748456;6720
Santo Antônio Do Aventureiro;MG;3538;0,340587903;0,117015263;116150000;0,204149378;0,015283843;0,216157205;0,176582969;6710
Santo Antônio Do Grama;MG;4085;0,303549572;0,128274174;170920000;0,29516129;0,016393443;0,182529973;0,10619036;6330
Santo Antônio Do Itambé;MG;4135;0,259975816;0,029020556;80310000;0,041860465;0,009099852;0,11682243;0,132808657;5580
Santo Antônio Do Jacinto;MG;11775;0,304883227;0,067600849;69300000;0,052367688;0,010006671;0,062541694;0,158605737;5740
Santo Antônio Do Monte;MG;25975;0,322040423;0,089778633;175120000;0,196294082;0,027238886;0,376834419;0,11446775;7240
Santo Antônio Do Retiro;MG;6955;0,258519051;0,020273185;69170000;0,043937709;0,008749146;0,071223513;0,141353383;5700
Santo Antônio Do Rio Abaixo;MG;1777;0,299943725;0,058525605;112450000;0,225140713;0,014876033;0,104132231;0,16584022;6690
Santo Hipólito;MG;3238;0,321185917;0,10407659;120570000;0,125;0,010523058;0,096874033;0,11265862;6570
Santos Dumont;MG;46284;0,317388298;0,12142425;193440000;0,182368958;0,021993272;0,221993272;0,109545837;7410
Sapucaí-Mirim;MG;6241;0,319339849;0,070982214;132290000;0,125940793;0,020747499;0,317392584;0,114479105;6800
Sardoá;MG;5594;0,268323203;0,035573829;93600000;0,072618254;0,014490394;0,166069684;0,270921524;6360
Sarzedo;MG;25814;0,28434183;0,069613388;254130000;0,323297003;0,018964499;0,291062406;0,068705296;7340
Sem-Peixe;MG;2847;0,327010889;0,102564103;104680000;0,084854995;0,015748031;0,12956335;0,14817466;6540
Senador Amaral;MG;5219;0,303314811;0,047135467;108430000;0,184459886;0,013262111;0,26745257;0,166881562;6610
Senador Cortes;MG;1988;0,317907445;0,097585513;115870000;0,287974684;0,015136719;0,225585938;0,097167969;6740
Senador Firmino;MG;7230;0,317150761;0,114107884;92520000;0,121674662;0,019104169;0,27262166;0,337291855;6440
Senador José Bento;MG;1868;0,338329764;0,067987152;159940000;0,128164557;0,015267176;0,223135643;0,053435115;6840
Senador Modestino Gonçalves;MG;4574;0,288806296;0,047879318;85850000;0,058289175;0,013045434;0,106837607;0,112010796;6200
Senhora De Oliveira;MG;5683;0,288404012;0,082526834;118700000;0,104942038;0,016649677;0,183995923;0,147638464;6310
Senhora Do Porto;MG;3497;0,296253932;0,062911067;96780000;0,044401544;0,007777778;0,126388889;0,148333333;5650
Senhora Dos Remédios;MG;10196;0,293742644;0,052863868;83440000;0,100834725;0,012636741;0,18643908;0,206054319;6260
Sericita;MG;7128;0,295314254;0,06369248;114040000;0,114014252;0,016846361;0,217385445;0,219407008;5600
Seritinga;MG;1789;0,322526551;0,115707099;177890000;0,098786828;0,029946524;0,25828877;0,070588235;6600
Serra Azul De Minas;MG;4220;0,26492891;0,04549763;72370000;0,012522361;0,008699634;0,06959707;0,130494505;5570
Serra Da Saudade;MG;815;0,355828221;0,090797546;219660000;0,251724138;0,018404908;0,304294479;0,040490798;6770
Serra Do Salitre;MG;10549;0,310550763;0,064650678;356310000;0,131868132;0,022436459;0,281770377;0,080631025;6960
Serra Dos Aimorés;MG;8412;0,318830243;0,107465525;109870000;0,035048471;0,009102287;0,091591762;0,087495733;6510
Serrania;MG;7542;0,295677539;0,112702201;154080000;0,158744395;0,017683239;0,250896976;0,079702717;6770
Serranos;MG;1995;0,319799499;0,121303258;135770000;0,094043887;0,021224087;0,239387957;0,0982231;6430
Serranópolis De Minas;MG;4425;0,291073446;0,047457627;67070000;0,019409938;0,01096815;0,062645012;0,188989665;6330
Serro;MG;20835;0,269834413;0,064458843;102440000;0,58751334;0,01759134;0,15776212;0,112593906;6560
Sete Lagoas;MG;214152;0,29519687;0,098304008;310430000;0,330275084;0,026867787;0,299362568;0,14110178;7600
Setubinha;MG;10885;0,235002297;0,023518604;60390000;0,060985145;0,005271084;0,039742303;0,068189424;5420
Silveirânia;MG;2192;0,335766423;0,109945255;108430000;0,080163043;0,019676432;0,203760385;0,158723218;6520
Silvianópolis;MG;6027;0,329683093;0,098058736;190440000;0,15551082;0,023178282;0,255754882;0,114938879;6990
Simonésia;MG;18298;0,297792108;0,050989179;89230000;0,053587814;0,013415259;0,197644649;0,229749104;6320
Simão Pereira;MG;2537;0,297989752;0,088687426;218200000;0,382275132;0,021164021;0,522297808;0,100529101;6380
Sobrália;MG;5830;0,313722127;0,109433962;85080000;0,068890104;0,010144429;0,15130674;0,136691884;6310
Soledade De Minas;MG;5676;0,324524313;0,097780127;88540000;0,07980456;0,014604529;0,183951428;0,137512307;6970
São Bento Abade;MG;4577;0,287524579;0,078435657;136990000;0,209726444;0,008818342;0,197922791;0,04526749;6720
São Brás Do Suaçuí;MG;3513;0,314261315;0,123256476;158330000;0,376811594;0,035120643;0,313941019;0,099463807;6640
São Domingos Das Dores;MG;5408;0,288831361;0,046412722;150300000;0,030729834;0,012852113;0,194542254;0,261091549;6380
São Domingos Do Prata;MG;17357;0,308751512;0,089128306;127860000;0,270572868;0,018603867;0,229653777;0,102799011;6900
São Francisco;MG;53828;0,251281861;0,058872706;84600000;0,087091527;0,014253166;0,082092584;0,165032939;6380
São Francisco De Paula;MG;6483;0,30541416;0,079747031;150820000;0,077777778;0,015889672;0,248388547;0,140308799;6600
São Francisco De Sales;MG;5776;0,353185596;0,081198061;230640000;0,045098039;0,022947641;0,241596639;0,114414997;6880
São Francisco Do Glória;MG;5178;0,312282735;0,095983005;118240000;0,117501546;0,013883457;0,191435276;0,11615174;6630
São Félix De Minas;MG;3382;0,311945594;0,078060319;104140000;0,053080569;0,011560694;0,108381503;0,193063584;6200
São Geraldo;MG;10263;0,313845854;0,100945143;133750000;0,112387457;0,016530334;0,146728016;0,118353783;6510
São Geraldo Da Piedade;MG;4389;0,28320802;0,025746184;87880000;0,080450523;0,007292402;0,073159257;0,217831099;6000
São Geraldo Do Baixio;MG;3486;0,329317269;0,090361446;102140000;0,074041812;0,011346055;0,08509541;0,092057762;6300
São Gonçalo Do Abaeté;MG;6264;0,322158365;0,07646871;306030000;0,080773043;0,021491228;0,187280702;0,063450292;6700
São Gonçalo Do Pará;MG;10398;0,320638584;0,09819196;149960000;0,087282543;0,019199865;0,267444811;0,172798782;6890
São Gonçalo Do Rio Abaixo;MG;9777;0,28198834;0,052265521;1793390000;0,54987305;0,022652813;0,251989142;0,080969765;6670
São Gonçalo Do Rio Preto;MG;3056;0,282722513;0,066099476;91610000;0,125;0,019080388;0,153581483;0,125430091;6400
São Gonçalo Do Sapucaí;MG;23906;0,29866979;0,107671714;249470000;0,21232493;0,021536281;0,27701878;0,078192055;7150
São Gotardo;MG;31819;0,314749049;0,088154876;207380000;0,167249126;0,027729786;0,354756968;0,141010136;7360
São Joaquim De Bicas;MG;25537;0,266671888;0,08160708;191500000;0,184287812;0,012839523;0,242367055;0,0652423;6620
São José Da Barra;MG;6778;0,302744172;0,078636766;769090000;0,169103314;0,016659839;0,274477673;0,085893759;7390
São José Da Lapa;MG;19799;0,285670993;0,081266731;203940000;0,332213579;0,016156161;0,321219901;0,125929533;7290
São José Da Safira;MG;4075;0,285644172;0,065521472;89580000;0,089347079;0,010491956;0,045698298;0,13383073;5830
São José Da Varginha;MG;4198;0,311338733;0,063839924;180400000;0,084927314;0,012159329;0,149475891;0,185324948;7040
São José Do Alegre;MG;3996;0,318068068;0,097847848;93360000;0,110149489;0,014953715;0,225017802;0,106574887;7170
São José Do Divino;MG;3834;0,304121022;0,094157538;99670000;0,036020583;0,018504436;0,08973384;0,171863118;6580
São José Do Goiabal;MG;5636;0,309261888;0,094925479;92080000;0,221457258;0,019281797;0,170882717;0,115160092;6660
São José Do Jacuri;MG;6553;0,284602472;0,036624447;95120000;0,079356568;0,010510511;0,113813814;0,162012012;5660
São José Do Mantimento;MG;2592;0,306712963;0,078317901;103910000;0,212578616;0,010104655;0,146878383;0,243955251;6570
São João Batista Do Glória;MG;6887;0,331494119;0,104254392;164080000;0,173893999;0,022607283;0,265601733;0,194260187;7240
São João Da Lagoa;MG;4656;0,31056701;0,045317869;87410000;0,054633472;0,009955303;0,081470947;0,0804551;6340
São João Da Mata;MG;2731;0,331746613;0,077261077;143950000;0,16004415;0,020996441;0,341992883;0,170462633;6530
São João Da Ponte;MG;25358;0,260470069;0,034703052;74220000;0,052838759;0,011244204;0,077550232;0,129520866;5690
São João Das Missões;MG;11715;0,084421682;0,019974392;54470000;0,141557128;0,007053292;0,030877743;0,099137931;5290
São João Del Rei;MG;84469;0,323574329;0,12783388;204010000;0,160727353;0,028352925;0,30434589;0,187850655;7580
São João Do Manhuaçu;MG;10245;0,29760859;0,042557345;147280000;0,141029846;0,016338128;0,231308826;0,149263008;6500
São João Do Manteninha;MG;5188;0,330377795;0,097532768;110960000;0,113185531;0,0297932;0,130739572;0,217840869;6400
São João Do Oriente;MG;7874;0,320929642;0,117856236;99610000;0,058963197;0,018846301;0,167324589;0,159302178;6480
São João Do Pacuí;MG;4060;0,281773399;0,055418719;80830000;0,063811189;0,009842069;0,062943465;0,095445182;6250
São João Do Paraíso;MG;22319;0,270397419;0,039786729;80510000;0,044241922;0,019212865;0,121074905;0,199746085;6150
São João Evangelista;MG;15553;0,293576802;0,08480679;109710000;0,109286027;0,013752334;0,201804605;0,160920971;6380
São João Nepomuceno;MG;25057;0,329847947;0,137646167;142900000;0,099455535;0,035364424;0,269488256;0,154052725;7080
São Lourenço;MG;41657;0,327964088;0,141512831;203160000;0,214536671;0,037316079;0,307370147;0,181217869;7590
São Miguel Do Anta;MG;6760;0,305325444;0,084911243;103840000;0,165697674;0,013794084;0,179749716;0,202929465;6440
São Pedro Da União;MG;5040;0,347222222;0,089285714;204560000;0,119428571;0,01881068;0,319781553;0,227548544;6740
São Pedro Do Suaçuí;MG;5570;0,297307002;0,064991023;104750000;0,062198068;0,012133285;0,11463238;0,123868164;6220
São Pedro Dos Ferros;MG;8356;0,304930589;0,124461465;136680000;0,133830455;0,014700522;0,166200948;0,091361924;6590
São Romão;MG;10276;0,236278708;0,047002725;149930000;0,086079077;0,010318069;0,066598448;0,083056195;6400
São Roque De Minas;MG;6686;0,342357164;0,088842357;271960000;0,110528615;0,029586636;0,296007928;0,194224236;6720
São Sebastião Da Bela Vista;MG;4948;0,314672595;0,074373484;477860000;0,179190751;0,022617723;0,212087505;0,086577679;6920
São Sebastião Da Vargem Alegre;MG;2798;0,333095068;0,0768406;169900000;0,082618026;0,023411371;0,210367893;0,194314381;6600
São Sebastião Do Anta;MG;5739;0,298832549;0,076319916;83730000;0,044314869;0,010857592;0,15436664;0,205192762;6070
São Sebastião Do Maranhão;MG;10647;0,274819198;0,041607965;65880000;0,037935748;0,00766755;0,073267702;0,145872775;5810
São Sebastião Do Oeste;MG;5805;0,318518519;0,052368648;435020000;0,118983234;0,02027027;0,208998771;0,123157248;6260
São Sebastião Do Paraíso;MG;64980;0,319313635;0,121468144;232370000;0,137596993;0,033297177;0,387620244;0,152127994;7220
São Sebastião Do Rio Preto;MG;1613;0,321140732;0,087414755;113910000;0,204633205;0,013827781;0,11062225;0,14707731;6320
São Sebastião Do Rio Verde;MG;2110;0,323222749;0,080094787;110750000;0,177419355;0,020544886;0,212594908;0,112103618;6760
São Thomé Das Letras;MG;6655;0,320510894;0,033358377;139850000;0,146272855;0,028987557;0,12344457;0,072963801;6670
São Tiago;MG;10561;0,314932298;0,112489348;146830000;0,142814191;0,026434909;0,296396886;0,098406663;6620
São Tomás De Aquino;MG;7093;0,319892852;0,120259411;207000000;0,156897312;0,021576763;0,315214385;0,060027663;7000
São Vicente De Minas;MG;7008;0,293093607;0,117294521;188660000;0,241966894;0,026136065;0,222878907;0,058313633;7150
Tabuleiro;MG;4079;0,332189262;0,126746752;125630000;0,143911439;0,02129792;0,242545728;0,12302681;6810
Taiobeiras;MG;30917;0,28796455;0,084160818;117990000;0,085589127;0,029068382;0,193888492;0,315642125;6700
Taparuba;MG;3137;0,348422059;0,080012751;105330000;0,063129003;0,009065333;0,139105971;0,156611441;6450
Tapira;MG;4112;0,313715953;0,058365759;1190800000;0,088372093;0,013919095;0,237929535;0,08568943;7120
Tapiraí;MG;1873;0,355045382;0,096636412;243540000;0,061654135;0,009890682;0,173347215;0,072878709;6670
Taquaraçu De Minas;MG;3794;0,306800211;0,053505535;118850000;0,25257732;0,016284234;0,169504071;0,084135208;6510
Tarumirim;MG;14293;0,316868397;0,089974113;94370000;0,062706999;0,018882072;0,144853442;0,14471711;6330
Teixeiras;MG;11355;0,321268164;0,10215764;105250000;0,387883772;0,018874312;0,25924672;0,231400762;6750
Teófilo Otoni;MG;134745;0,300389625;0,101680953;165820000;0,167160787;0,022692259;0,178266032;0,170421619;7010
Timóteo;MG;81243;0,302155263;0,102174957;298630000;0,099315627;0,021018639;0,277423375;0,140411308;7700
Tiradentes;MG;6961;0,331561557;0,074989226;181790000;0,936741768;0,053714729;0,306238675;0,189231167;7400
Tiros;MG;6906;0,363596872;0,110049233;268750000;0,068498606;0,022101874;0,335919204;0,143442623;6830
Tocantins;MG;15823;0,320419642;0,108512924;164270000;0,1234714;0,036161169;0,235646291;0,239897024;6880
Tocos Do Moji;MG;3950;0,320253165;0,048101266;134480000;0,12173913;0,015473888;0,256286267;0,163201161;6960
Toledo;MG;5764;0,318008328;0,047536433;104640000;0,07146754;0,01598321;0,259767517;0,140297062;6610
Tombos;MG;9537;0,331865366;0,144909301;111580000;0,109952607;0,025508484;0,252163164;0,184177998;7180
Três Corações;MG;72765;0,295897753;0,097533155;282210000;0,186800427;0,022491526;0,259831282;0,081734078;7440
Três Marias;MG;28318;0,310827036;0,082950773;463560000;0,131106567;0,030064401;0,26213097;0,123668941;7520
Três Pontas;MG;53860;0,298069068;0,101299666;223620000;0,149620032;0,024508166;0,29399251;0,101285184;7310
Tumiritinga;MG;6293;0,313522962;0,0969331;75420000;0,082108464;0,008948546;0,073825503;0,078448919;6260
Tupaciguara;MG;24188;0,342235819;0,141144369;255120000;0,092413626;0,027188433;0,310073865;0,154801194;7190
Turmalina;MG;18055;0,293658266;0,0627527;121460000;0,040173519;0,023862941;0,171323679;0,276922292;6820
Turvolândia;MG;4658;0,318806355;0,073207385;195180000;0,196632997;0,029029029;0,263863864;0,137137137;6960
Ubaporanga;MG;12040;0,306727575;0,066528239;90620000;0,034118603;0,014216504;0,163767771;0,154157732;6140
Ubaí;MG;11681;0,257854636;0,043403818;68990000;0,066069057;0,008021819;0,062409755;0,103641906;6090
Uberaba;MG;295988;0,327526792;0,121775207;413600000;0,375402294;0,032802609;0,377208489;0,184776761;7720
Uberlândia;MG;604013;0,324819168;0,098266097;485850000;0,32401947;0,038170925;0,369725776;0,17778405;7890
Ubá;MG;101519;0,317201706;0,101360336;220240000;0,172660083;0,031421033;0,26489045;0,241839445;7240
Umburatiba;MG;2705;0,31090573;0,07245841;109590000;0,114149822;0,01066961;0,056291391;0,102281089;6380
Unaí;MG;77565;0,313607942;0,067930123;376040000;0,202466598;0,024949669;0,279311667;0,196361806;7360
União De Minas;MG;4418;0,349026709;0,065187868;296360000;0,053177691;0,010755097;0,178131302;0,111584136;6720
Uruana De Minas;MG;3235;0,326429675;0,066460587;168670000;0,12405303;0,00839077;0,113575067;0,086904405;6640
Urucuia;MG;13604;0,225080859;0,039400176;78900000;0,00914435;0,004421146;0,054948525;0,071496242;6190
Urucânia;MG;10291;0,27966184;0,091341949;156840000;0,270326616;0,013034854;0,182582412;0,095683385;6330
Vargem Alegre;MG;6461;0,315740597;0,115307228;83660000;0,020098039;0,014473089;0,119402985;0,165535957;6310
Vargem Bonita;MG;2163;0,368932039;0,087840962;202820000;0,055137845;0,020352782;0,199457259;0,106739032;6960
Vargem Grande Do Rio Pardo;MG;4733;0,250581027;0,042045214;81740000;0,038785835;0,019357414;0,085212532;0,219716623;6340
Varginha;MG;123081;0,305221765;0,103809686;336040000;0,305640589;0,037380795;0,357546632;0,144222695;7780
Varjão De Minas;MG;6054;0,32144037;0,055170135;288960000;0,078622816;0,021437947;0,239609159;0,07073064;7110
Varzelândia;MG;19116;0,253871103;0,057438795;73980000;0,065526478;0,013747971;0,089995942;0,206574675;5940
Vazante;MG;19723;0,327688486;0,080565837;274940000;0,081231626;0,026785714;0,353040541;0,105164093;7420
Verdelândia;MG;8346;0,256290439;0,035825545;95930000;0,093501636;0,007002188;0,046061269;0,103501094;5840
Veredinha;MG;5549;0,295548748;0,069381871;105320000;0,03902439;0,014517802;0,13515382;0,20826132;6320
Vermelho Novo;MG;4689;0,310300704;0,04819791;111140000;0,073539519;0,013281569;0,191867593;0,27952595;6120
Veríssimo;MG;3483;0,333333333;0,075222509;338070000;0,059431525;0,01369509;0,122739018;0,035142119;6670
Vespasiano;MG;104527;0,285285142;0,062079654;233990000;0,285043595;0,013484358;0,221541781;0,08227533;6880
Vieiras;MG;3731;0,313052801;0,077995176;113110000;0,069349315;0,018118838;0,216893152;0,216093792;6680
Virgem Da Lapa;MG;13619;0,29025626;0,071591159;73330000;0,057171768;0,012823253;0,08726936;0,133148109;6100
Virginópolis;MG;10572;0,283200908;0,074063564;126430000;0,11255845;0,015739283;0,197481715;0,178779743;6750
Virgolândia;MG;5658;0,312124426;0,092965712;84820000;0,070215176;0,013125222;0,073607662;0,15253636;6200
Virgínia;MG;8623;0,306273919;0,059376087;136800000;0,098826202;0,01917005;0,181777176;0,136896707;6510
Visconde Do Rio Branco;MG;37942;0,319751199;0,104448896;253300000;0,189993406;0,03165973;0,242933096;0,247840835;7090
Viçosa;MG;72220;0,315162005;0,100706176;193910000;0,555160142;0,035395502;0,28492352;0,22494638;7750
Volta Grande;MG;5070;0,303747535;0,113017751;150270000;0,227272727;0,013579781;0,171067522;0,070916635;6690
Várzea Da Palma;MG;35809;0,301320897;0,071462481;152740000;0,089063948;0,017276894;0,13605232;0,149956228;6660
Wenceslau Braz;MG;2553;0,307089698;0,062279671;95260000;0,132653061;0,015672783;0,209480122;0,087920489;6780
Água Boa;MG;15195;0,274432379;0,05159592;92430000;0,043165468;0,012806389;0,082966125;0,135086753;5760
Água Comprida;MG;2025;0,351604938;0,110617284;658920000;0,101123596;0,01795245;0,234837458;0,074721009;6750
Águas Formosas;MG;18479;0,286757941;0,107202771;114700000;0,085676543;0,017455973;0,108505913;0,12399938;6450
Águas Vermelhas;MG;12722;0,273070272;0,073730546;136200000;0,04173863;0,005328202;0,06105232;0,069266632;6010
